candle_open_time,close_price,rsi_14,macd_histogram,adx_14,plus_di,minus_di,ema_50,ema_200,vwap,cvd_delta,structure_trend,avg_funding_rate,macro_regime,sentiment_classification,onchain_sopr,onchain_mvrv,onchain_lth_net_position_change_btc,onchain_stablecoin_supply,onchain_whale_addr_count,close_price_fwd_24h
2024-09-21T00:00:00+00:00,63320.6,64.80413796748194,,,28.752988311045684,15.114627397669295,,,58293.6296154277,529.7700000000041,ranging,6.285e-05,Neutral,Neutral,1.0085,1.9972,11561.52111143,160043193864.65997,103.0,63558.4
2024-09-22T00:00:00+00:00,63558.4,65.39533329033463,,,28.672518954143055,14.289616627841045,,,58450.65076132123,989.3960000000079,ranging,6.546e-05,Neutral,Neutral,1.0059,2.0031,-1382.4428637,160662082095.75003,103.0,63302.0
2024-09-23T00:00:00+00:00,63302.0,64.14424506981334,,,28.990305766723722,13.261607822117497,,,58688.82115560389,-1760.8520000000135,ranging,2.324e-05,Neutral,Neutral,1.0173,1.9932,-30919.73840968,160593867035.77997,103.0,64243.1
2024-09-24T00:00:00+00:00,64243.1,66.66507256727428,,,27.094878636669584,12.394545175160792,,,59029.77975623967,-63.861999999993714,ranging,1.223e-05,Mixed,Greed,1.0072,2.0232,2257.42083861,160690152361.42,103.0,63118.4
2024-09-25T00:00:00+00:00,63118.4,61.13349406386238,,,25.833704471579296,11.613153840406722,,,59350.77278692934,-5791.885999999999,ranging,1.336e-05,Neutral,Neutral,1.016,1.9808,-14826.2984281,160724477486.75003,103.0,65139.2
2024-09-26T00:00:00+00:00,65139.2,66.51039537916212,,,26.42140344539246,10.42740390715347,,,60213.583685894824,7042.657999999996,ranging,0.0001,Mixed,Greed,1.0139,2.0409,-2608.56838726,160828487652.06,103.0,65749.6
2024-09-27T00:00:00+00:00,65749.6,67.95259478680424,,,27.113910844162298,9.858283822210263,,,60636.072001044166,4185.777000000002,ranging,5.455e-05,Neutral,Greed,1.0126,2.0611,-407.32501294,161077976990.83,102.0,65822.6
2024-09-28T00:00:00+00:00,65822.6,68.12936092872687,,,26.305562107551665,9.564378183933503,,,60949.73684855686,-2058.7449999999953,ranging,1.414e-05,Neutral,Greed,1.0159,2.0597,3900.39637706,161262017779.75003,102.0,65568.1
2024-09-29T00:00:00+00:00,65568.1,66.74710564250044,,,25.679959012948707,9.336916608873523,,,61352.59512948425,78.45100000000093,ranging,3.077e-05,Neutral,Greed,1.0053,2.0544,1685.66178834,161353592457.85,103.0,63309.1
2024-09-30T00:00:00+00:00,63309.1,55.904914496622986,,,23.190165297911122,17.464817430146066,,,61724.71060655247,-12292.655000000028,ranging,0.0001,Neutral,Neutral,1.0015,1.9807,-5103.95285424,161427243458.87,103.0,60776.8
2024-10-01T00:00:00+00:00,60776.8,46.73949681036449,,,20.16939652823396,24.050881232183762,,,62072.473934894966,-25734.489,ranging,6.632e-05,Risk-Off,Fear,0.9991,1.9063,5690.18608283,161430755519.78,103.0,60622.6
2024-10-02T00:00:00+00:00,60622.6,46.24233707178,,32.44265423680913,18.578422800261563,22.783774492758944,,,62223.87928324671,3624.1269999999786,ranging,4.381e-05,Neutral,Fear,0.9966,1.9011,2476.55720453,160895301430.39005,103.0,60727.2
2024-10-03T00:00:00+00:00,60727.2,46.65683531111143,,30.91617793943174,17.568553190451134,21.943300082189822,,,62287.269360238475,-1251.5480000000098,ranging,7.097e-05,Neutral,Fear,0.9981,1.9037,-972.46564157,161182262434.66003,102.0,62054.4
2024-10-04T00:00:00+00:00,62054.4,51.74132187399301,,28.837804216445637,19.732340514928335,20.46348072421833,,,62305.63340861152,1052.6659999999974,ranging,-1.596e-05,Mixed,Neutral,1.0075,1.9427,14659.75427558,161300702750.93,102.0,62023.1
